CID,race,gender,birthord,magebirth,medu,bthwht,breastfed,math,read,hhnum
602802,2,0,2,28,15,0,0,102,111,3
603003,2,0,3,22,11,0,0,65,69,5
603101,2,0,1,30,18,0,0,102,105,4
603304,2,0,4,22,10,0,0,94,75,1
603602,2,1,2,25,16,0,0,91,91,5
604003,2,1,3,24,12,0,0,65,75,5
604004,2,0,4,25,12,0,1,79,91,5
604607,2,0,7,27,8,0,0,89,100,8
604704,2,1,4,31,11,0,0,103,95,3
604804,2,0,4,25,12,0,0,65,89,5
604901,2,0,1,25,14,0,0,103,95,4
604902,2,1,2,28,14,0,0,90,104,4
605301,2,1,1,24,16,0,0,116,110,5
605302,2,1,2,27,16,0,0,116,121,5
606602,2,0,2,28,12,0,1,107,126,3
606903,2,0,3,29,10,0,0,131,118,3
606904,2,1,4,33,10,1,0,91,90,3
607202,2,0,2,25,12,0,0,104,123,4
607203,2,1,3,29,12,0,0,107,100,4
607401,2,1,1,23,12,0,1,98,116,9
607402,2,1,2,25,12,0,1,77,84,9
608201,2,0,1,31,16,0,1,98,105,5
608202,2,0,2,33,16,0,1,88,121,5
608301,2,1,1,26,12,1,0,88,95,3
610703,2,0,3,20,11,0,0,78,82,8
610704,2,0,4,23,11,0,1,89,120,8
610705,2,0,5,24,11,0,0,100,104,8
610706,2,0,6,26,11,0,0,98,97,8
611402,2,0,2,27,15,0,0,107,91,6
611403,2,1,3,33,15,0,0,102,113,6
611802,2,0,2,32,12,0,1,97,91,3
611904,2,1,4,24,10,0,0,86,82,5
613201,2,1,1,25,15,0,1,114,89,4
613402,2,1,2,26,12,0,0,77,83,5
615102,2,0,2,31,11,1,0,103,88,4
615103,2,1,3,33,11,1,0,103,103,4
615401,2,0,1,31,10,0,0,95,92,2
615901,2,0,1,20,15,0,1,111,118,2
616103,2,0,3,30,12,0,0,113,128,5
616301,2,0,1,23,14,0,1,95,105,5
616802,2,1,2,24,12,0,0,114,118,4
616803,2,0,3,27,12,0,0,107,118,4
617402,2,1,2,27,12,1,0,110,85,3
618102,2,0,2,22,11,0,0,100,112,3
618501,2,0,1,33,15,0,1,105,110,3
621002,2,0,2,23,15,0,0,99,111,5
621003,2,0,3,29,15,1,0,98,101,5
621501,2,1,1,29,13,0,0,100,107,4
621701,2,1,1,24,12,0,0,110,114,5
622301,2,0,1,24,12,1,0,105,101,5
622302,2,1,2,26,12,0,0,103,102,5
622303,2,0,3,27,12,1,0,120,100,5
622703,2,0,3,26,13,0,1,80,105,3
623801,2,0,1,24,16,0,0,91,102,3
623802,2,1,2,28,16,0,0,93,85,3
623902,2,0,2,30,12,0,0,103,103,4
624302,2,0,2,26,13,0,0,82,100,3
624501,2,1,1,25,14,0,0,95,97,4
624502,2,0,2,26,14,0,0,97,101,4
624503,2,0,3,27,14,1,0,97,104,4
625502,2,1,2,22,20,1,0,93,94,4
625803,2,0,3,26,9,0,0,93,79,4
625804,2,0,4,32,9,0,0,89,94,4
626201,2,1,1,23,16,0,0,114,113,4
626202,2,0,2,28,16,0,0,113,112,4
627002,2,1,3,27,15,1,1,113,102,6
627003,2,1,2,27,15,1,1,98,94,6
627401,2,1,1,25,13,0,0,89,105,7
627402,2,1,2,26,13,0,1,113,121,7
627403,2,0,3,28,13,0,1,94,102,7
627701,2,0,1,25,15,0,0,107,113,5
627702,2,0,2,28,15,0,0,91,104,5
627803,2,0,3,26,16,0,1,81,95,7
627804,2,1,4,30,16,0,0,84,94,7
628204,2,0,4,21,11,0,0,96,78,12
628205,2,1,5,22,11,0,1,88,77,12
628206,2,0,6,24,11,1,0,65,80,12
628207,2,0,7,26,11,0,0,93,100,12
628402,2,0,3,27,9,1,1,96,102,4
628901,2,1,1,21,18,0,0,94,84,7
628902,2,0,2,24,18,0,1,99,86,7
628903,2,0,3,25,18,0,1,97,97,7
628904,2,1,4,27,18,0,1,89,100,7
629303,2,1,3,23,12,0,1,92,88,5
629304,2,0,4,26,12,0,0,82,81,5
629305,2,1,5,28,12,0,0,85,93,5
629403,2,1,3,23,12,0,0,65,69,5
629404,2,1,4,29,12,0,0,103,99,5
629501,2,0,1,24,15,0,0,69,77,4
629502,2,1,2,27,15,0,0,91,92,4
629602,2,0,2,21,13,0,0,93,98,4
629603,2,1,3,26,13,0,0,95,95,4
629704,2,1,4,26,8,0,0,65,65,4
629901,2,1,1,26,16,0,1,123,135,4
629902,2,0,2,27,16,0,1,115,122,4
631202,2,0,2,23,12,0,0,101,102,4
631203,2,0,3,27,12,0,0,100,110,4
632203,2,0,3,29,12,0,0,94,117,6
632401,2,0,1,26,17,0,0,102,86,4
632705,2,1,5,22,9,0,0,90,84,8
632706,2,1,6,24,9,0,1,98,99,8
633401,2,1,1,26,16,1,0,79,77,4
633603,2,1,3,30,12,0,0,99,98,4
633702,2,1,2,33,15,0,0,107,114,3
633902,2,0,2,26,13,0,1,97,87,5
634503,2,0,3,28,12,0,0,100,105,5
634504,2,0,4,31,12,0,0,117,106,5
635602,2,0,2,21,11,0,0,107,105,6
635802,2,1,2,26,12,0,0,84,79,8
635803,2,0,3,28,12,1,0,99,93,8
636401,2,1,1,24,12,0,0,95,114,4
636402,2,1,2,26,12,0,0,65,65,4
636502,2,1,2,19,12,1,0,82,65,6
636503,2,1,3,21,12,0,0,79,83,6
636505,2,0,5,26,12,1,0,78,85,6
636602,2,0,2,24,14,0,0,89,97,3
636803,2,0,3,21,7,0,0,100,82,5
637002,2,1,2,24,12,0,0,92,115,5
637003,2,1,3,29,12,0,0,82,94,5
637105,2,1,5,29,10,0,0,89,79,10
637106,2,0,6,31,10,0,0,105,88,10
637107,2,1,7,32,10,0,0,91,79,10
637901,2,0,1,20,16,0,1,98,95,2
638702,2,0,2,28,12,0,0,89,83,4
639302,2,1,2,22,12,0,0,88,102,3
639403,2,1,3,26,7,0,0,85,82,5
639404,2,1,4,27,7,1,0,105,105,5
640702,2,0,2,23,11,0,0,112,93,4
640703,2,0,3,28,11,0,0,96,101,4
640801,2,1,1,31,12,1,0,72,94,10
641002,2,0,2,27,7,0,0,82,90,3
641603,2,0,3,28,8,0,0,93,107,4
642602,2,1,2,26,12,0,0,65,72,3
642902,2,1,3,21,10,1,0,93,87,6
642903,2,1,2,21,10,1,0,89,83,6
642904,2,0,4,22,10,0,0,97,103,6
643402,2,1,2,25,12,0,0,77,90,6
643403,2,1,3,32,12,1,0,72,79,6
644201,2,1,1,21,12,0,0,95,72,5
644202,2,1,2,22,12,0,0,80,78,5
644203,2,0,3,24,12,0,1,92,105,5
644502,2,1,2,19,8,0,0,80,86,6
644503,2,1,3,22,8,0,0,89,89,6
644504,2,1,4,25,8,0,0,98,93,6
644805,2,1,5,29,10,0,0,95,97,7
644807,2,1,7,33,10,0,0,97,108,7
644901,2,0,1,24,8,0,0,69,75,4
645002,2,0,2,28,12,0,0,95,97,2
645501,2,0,1,22,13,0,1,103,114,5
645502,2,1,2,24,13,0,0,112,114,5
645503,2,1,3,27,13,0,0,131,108,5
645701,2,1,1,29,13,1,0,81,93,4
646101,2,0,1,23,12,0,0,90,97,3
647001,2,1,1,28,16,0,0,88,100,5
647201,2,0,1,22,13,1,0,107,110,5
647202,2,1,2,25,13,1,0,96,100,5
647203,2,0,3,27,13,1,0,103,88,5
648203,2,0,3,25,10,0,0,65,78,5
648204,2,1,4,27,10,0,0,65,69,5
648205,2,0,5,30,10,1,0,72,86,5
648501,2,1,1,28,16,0,1,110,102,3
648901,2,0,1,22,14,0,0,104,110,2
651605,2,1,5,25,11,1,0,93,87,7
660501,2,1,1,23,13,0,0,114,105,4
664501,2,1,1,29,15,0,1,113,108,4
664701,2,1,1,30,14,0,1,91,121,4
665101,1,0,1,21,9,1,0,74,78,2
665201,1,1,1,25,12,0,1,116,135,5
665802,1,1,2,25,11,1,0,97,77,3
665803,1,0,3,31,11,0,0,98,94,3
666201,1,1,1,24,12,0,0,97,112,5
666601,2,1,1,28,12,0,0,122,118,2
667102,2,1,2,23,12,1,1,94,84,6
667403,1,0,3,28,16,0,1,105,116,5
667603,1,1,3,22,16,0,0,87,103,5
668403,2,0,3,31,11,0,1,103,115,3
669301,1,0,1,26,16,0,1,113,117,4
669302,1,1,2,29,16,0,1,100,95,4
670403,1,0,3,29,7,0,0,78,77,4
670902,2,0,2,22,11,0,0,82,79,5
671102,1,1,2,25,12,0,0,103,100,4
674101,1,0,1,27,12,1,0,119,123,3
674201,1,1,1,24,11,0,0,108,112,6
674203,1,1,3,28,11,0,0,110,121,6
674501,1,0,1,22,11,0,0,89,135,3
674502,1,1,2,24,11,0,0,79,97,3
674904,2,1,4,26,13,1,1,65,97,5
675202,2,0,2,25,12,0,1,100,94,6
675203,2,0,3,26,12,0,1,102,88,6
675502,2,0,2,25,12,0,0,105,100,3
677303,1,1,3,29,8,0,0,65,69,4
677404,1,1,4,30,14,0,1,123,107,5
677405,1,0,5,31,14,0,1,82,97,5
678001,1,1,1,21,9,0,0,80,103,2
678704,1,0,4,31,9,0,0,112,97,3
680702,1,1,2,22,12,0,0,113,105,5
681601,1,0,1,27,16,0,1,107,107,4
681602,1,0,2,28,16,0,1,108,111,4
682502,1,0,2,25,9,0,1,65,85,3
683901,2,0,1,28,16,0,1,116,114,5
683902,2,1,2,30,16,0,1,128,105,5
684201,2,0,1,27,19,0,1,135,121,5
685806,2,0,6,21,10,0,0,79,77,11
686202,2,0,2,27,15,0,1,98,90,6
686203,2,0,3,31,15,0,1,98,97,6
687601,2,1,1,21,17,0,1,109,105,3
687602,2,1,2,25,17,0,1,116,111,3
688101,2,0,1,26,12,0,0,105,109,3
688501,1,1,1,22,12,0,1,89,74,4
689002,1,0,2,27,7,0,1,99,101,4
689101,1,1,1,23,10,0,1,103,111,4
689102,1,0,2,27,10,0,1,95,122,4
690101,2,1,1,28,14,0,0,99,82,3
691301,2,1,1,29,16,0,1,113,105,4
693901,1,0,1,34,12,0,0,111,101,4
695002,2,1,2,24,12,0,0,80,91,4
695202,2,0,2,22,12,0,0,98,88,3
695301,2,1,1,21,13,0,1,97,106,5
695302,2,1,2,22,13,0,0,107,115,5
695303,2,0,3,27,13,0,0,114,114,5
695701,2,0,1,28,12,0,0,83,104,3
695702,2,0,2,30,12,0,0,100,97,3
696704,2,0,4,29,11,0,0,90,94,7
696705,2,0,5,30,11,0,0,98,107,7
696706,2,0,6,31,11,0,0,79,98,7
697102,2,1,2,26,15,0,0,113,119,4
699201,2,0,1,21,14,0,0,95,87,4
699202,2,0,2,24,14,0,0,110,89,4
699203,2,1,3,27,14,0,0,80,107,4
700002,2,0,2,26,12,0,0,84,84,4
700003,2,0,3,29,12,1,0,65,74,4
704602,1,1,2,19,10,0,0,93,114,5
704603,1,1,3,24,10,0,0,100,102,5
704902,1,0,2,23,11,0,1,106,131,4
706502,2,1,3,25,13,1,0,83,82,4
707301,2,0,1,21,12,0,0,82,82,4
707302,2,1,2,26,12,0,0,90,102,4
707303,2,1,3,28,12,0,0,90,92,4
707402,2,0,2,27,16,0,0,77,97,5
707501,2,0,1,27,16,0,0,102,114,4
707502,2,0,2,30,16,0,0,115,119,4
708401,2,1,1,28,18,0,1,131,135,5
708402,2,1,2,29,18,0,1,116,118,5
708403,2,0,3,32,18,0,1,106,118,5
708601,2,1,1,30,16,0,1,103,107,5
708602,2,1,2,31,16,0,1,100,101,5
710201,2,1,1,25,16,0,1,111,112,3
710202,2,0,2,26,16,0,1,110,123,3
710502,2,1,2,29,17,1,1,79,103,4
711502,2,1,2,21,13,0,1,104,114,3
712301,2,0,1,24,13,0,0,87,111,4
712302,2,0,2,25,13,0,0,65,95,4
712402,2,1,2,27,12,0,1,69,88,3
712703,2,0,3,25,11,0,1,86,104,7
713701,2,1,1,32,14,0,0,131,114,3
713803,2,1,3,27,12,0,0,92,102,3
713901,2,1,1,24,10,0,0,79,83,5
713902,2,0,2,25,10,0,0,86,85,5
713903,2,0,3,28,10,0,0,65,65,5
714402,1,1,2,25,10,0,0,82,69,3
714601,2,1,1,23,12,0,1,107,117,5
714602,2,0,2,28,12,0,1,105,111,5
714801,2,1,1,26,15,0,1,95,108,3
714802,2,0,2,28,15,0,1,103,109,3
715202,2,1,2,24,13,0,1,92,91,5
715203,2,1,3,29,13,0,1,107,105,5
715804,2,1,4,30,10,0,0,108,109,6
716001,2,1,1,25,14,0,0,108,93,6
716302,2,0,2,26,13,0,0,99,97,6
716303,2,1,3,31,13,0,0,92,94,6
716304,2,1,4,33,13,1,0,114,101,6
716601,2,0,1,28,20,0,0,116,120,4
717003,2,1,3,29,12,0,0,93,65,3
717101,2,0,1,31,10,0,0,87,105,10
717903,2,0,3,23,12,0,0,95,93,5
718301,2,0,1,23,12,1,0,92,95,5
718302,2,0,2,25,12,0,1,94,84,5
718303,2,0,3,27,12,1,0,91,86,5
718402,2,0,2,23,11,0,1,98,93,6
718403,2,1,3,25,11,0,1,94,90,6
718601,2,1,1,21,12,0,1,65,65,3
718902,2,0,2,28,12,0,0,92,97,4
718903,2,1,3,30,12,0,0,93,109,4
719401,2,1,1,21,12,0,0,77,107,3
719802,2,0,2,22,13,0,0,113,117,5
719803,2,0,3,27,13,0,0,100,122,5
721501,2,1,1,22,14,0,0,77,74,4
721705,2,1,5,24,10,1,0,80,88,7
721706,2,1,6,32,10,0,1,72,104,7
722004,2,1,4,23,12,0,0,92,122,4
722401,2,0,1,29,12,0,0,89,99,2
722601,2,0,1,23,11,0,0,87,86,4
722801,2,0,1,22,11,0,0,87,86,5
722802,2,0,2,27,11,1,0,81,94,5
723501,1,0,1,27,7,0,0,97,95,5
723502,1,0,2,28,7,0,0,103,91,5
724101,1,0,1,28,13,0,1,104,112,4
724403,1,1,3,21,9,0,0,107,103,4
724501,1,0,1,30,16,0,1,97,103,3
724701,1,0,1,22,13,0,1,96,100,2
725603,2,1,3,21,11,0,0,96,104,5
725901,2,1,1,21,10,0,0,107,119,6
725903,2,1,3,24,10,1,0,74,93,6
727503,2,0,3,23,12,0,0,101,92,5
727602,2,0,2,20,14,0,0,104,100,8
728501,2,1,1,25,16,0,1,100,109,5
728502,2,0,2,27,16,0,1,96,103,5
728601,2,0,1,28,18,0,1,103,104,4
730401,2,1,1,25,13,0,0,100,93,4
730402,2,1,2,30,13,0,0,84,79,4
731602,1,0,2,33,13,0,1,108,115,4
731701,2,1,1,25,13,1,0,65,65,4
731702,2,1,2,27,13,0,0,92,105,4
732302,2,0,2,23,11,0,0,101,82,4
732404,2,1,4,24,11,0,1,86,74,7
732405,2,0,5,25,11,0,1,107,106,7
732406,2,1,6,28,11,0,1,88,115,7
732502,2,1,2,19,14,0,0,115,117,3
732503,2,1,3,24,14,0,0,94,98,3
732504,2,0,4,26,14,0,0,90,89,3
737702,2,1,2,33,12,0,1,99,106,3
738201,2,1,1,23,11,0,0,94,108,5
738802,2,0,2,23,16,0,1,99,99,4
738902,2,1,2,25,14,0,1,102,103,6
738903,2,0,3,27,14,0,1,107,113,6
739001,2,1,1,23,11,0,1,99,98,5
739002,2,1,2,24,11,0,1,83,99,5
739102,2,0,2,26,12,0,0,108,100,3
739301,2,0,1,33,16,0,1,109,105,3
739401,2,1,1,26,13,0,0,108,111,3
743002,1,0,2,27,9,0,1,131,106,4
743602,2,0,2,25,14,0,0,74,88,3
743701,2,0,1,28,16,0,0,92,103,2
743803,2,0,3,23,12,1,0,65,65,5
743902,2,1,2,23,12,0,0,104,88,4
744103,2,0,3,25,9,0,0,84,112,6
744601,2,1,1,28,12,0,0,84,65,4
744802,2,0,2,24,11,0,0,80,114,6
744803,2,0,3,25,11,0,0,69,92,6
744804,2,1,5,27,11,0,0,100,98,6
744805,2,1,4,27,11,0,0,97,95,6
744902,2,1,2,27,12,0,0,109,91,5
745103,2,0,3,29,13,0,1,107,128,6
745503,2,0,3,25,8,0,0,94,96,6
745504,2,1,4,29,8,0,0,75,86,6
745505,2,1,5,30,8,0,0,111,87,6
745901,2,1,1,26,9,0,0,82,95,6
745902,2,0,2,30,9,1,0,86,105,6
746201,2,0,1,21,12,0,1,93,113,5
746202,2,0,2,23,12,0,1,96,110,5
746203,2,1,3,24,12,0,1,85,94,5
746403,2,0,3,27,12,0,0,87,94,4
746404,2,0,4,29,12,0,1,97,107,4
747004,2,1,4,25,14,0,1,109,108,6
747901,2,0,1,24,12,0,0,82,108,3
747902,2,1,2,28,12,0,0,107,112,3
748003,2,1,3,25,13,0,0,104,102,5
748502,2,1,2,22,12,0,1,107,105,5
749201,2,0,1,21,12,0,0,89,82,2
749403,2,0,3,26,12,0,0,104,100,5
749603,2,0,3,23,11,0,0,93,106,4
749701,2,1,1,24,14,0,0,105,107,3
750002,2,0,2,26,12,0,0,92,93,3
750104,2,0,4,27,11,0,0,80,100,6
750105,2,0,5,28,11,0,0,102,103,6
750303,2,0,3,28,12,0,0,103,97,6
751801,2,0,1,22,11,0,0,86,86,3
751802,2,1,2,28,11,0,0,97,119,3
752002,2,1,2,23,10,0,0,84,84,4
752003,2,0,3,25,10,0,0,111,100,4
752402,2,0,2,27,12,0,0,75,75,5
752403,2,0,3,28,12,0,0,65,65,5
752404,2,1,4,30,12,0,0,95,72,5
752501,2,1,1,29,12,0,0,102,95,4
754803,2,1,3,25,10,0,0,90,85,4
754804,2,0,4,27,10,0,0,65,72,4
757501,1,1,1,32,14,0,1,106,111,4
757802,2,1,2,26,17,0,0,65,111,4
758501,1,0,1,23,10,1,0,94,123,2
759802,2,1,2,22,15,0,0,105,110,4
760102,1,0,2,28,16,0,1,97,122,5
760103,1,0,3,33,16,0,1,100,113,5
760301,1,1,1,30,17,0,1,110,117,4
760601,2,0,1,23,14,0,1,87,86,3
761701,2,0,1,20,12,0,0,89,100,3
761702,2,0,2,25,12,0,0,100,116,3
762203,2,1,3,28,12,0,1,115,105,4
762602,2,0,2,25,15,0,0,96,88,3
764503,2,0,3,21,11,0,0,95,87,3
765202,2,1,2,20,14,0,0,90,107,3
765502,2,1,2,23,12,0,0,106,135,5
765503,2,1,3,25,12,0,0,120,112,5
765702,2,0,2,28,13,0,0,100,118,4
766202,2,0,2,27,12,0,0,102,92,4
767002,2,0,2,25,12,0,0,89,100,4
767003,2,1,3,26,12,1,0,101,85,4
767201,2,0,1,26,12,0,1,82,107,2
767301,2,0,1,19,12,0,0,98,131,5
767801,2,0,1,26,20,0,1,85,106,4
767802,2,0,2,27,20,0,1,102,117,4
768401,1,1,1,24,13,0,1,114,102,5
768402,1,1,2,28,13,0,1,89,107,5
768503,2,1,3,27,12,0,0,99,85,5
768701,2,0,1,31,15,0,1,126,118,4
768801,2,1,1,21,13,0,0,88,93,4
768802,2,0,2,23,13,0,0,103,104,4
768902,2,1,2,26,16,0,0,88,114,4
769101,2,0,1,31,17,0,0,101,113,3
769402,2,1,2,24,13,0,0,94,83,5
769403,2,0,3,27,13,0,0,94,104,5
769502,2,1,2,24,15,0,0,110,112,5
769503,2,1,3,26,15,1,0,95,107,5
770801,2,1,1,27,16,1,1,135,135,2
775002,1,0,2,26,14,0,1,118,113,5
775003,1,1,3,28,14,0,1,122,117,5
778801,1,0,1,27,12,0,0,99,114,4
779101,1,0,1,26,12,0,0,90,103,4
779602,2,1,2,27,12,0,0,97,104,9
780403,1,0,4,26,10,1,0,90,93,6
780404,1,0,3,26,10,1,0,87,98,6
780602,2,1,2,27,12,0,0,109,112,5
780603,2,1,3,29,12,0,0,89,101,5
781501,2,0,1,26,12,1,0,90,88,5
781902,2,0,2,28,12,0,0,89,108,8
782002,2,1,2,24,10,0,0,114,101,4
782501,1,1,1,25,13,0,1,112,102,4
782502,1,0,2,27,13,0,1,104,111,4
782801,1,1,1,22,5,0,1,112,113,5
782902,1,0,2,30,12,0,1,107,107,3
783002,1,1,2,22,12,0,0,97,100,6
783102,1,0,2,22,12,0,0,94,82,5
783103,1,1,4,23,12,1,0,82,69,5
783104,1,0,3,23,12,1,0,82,65,5
783301,1,1,1,24,14,0,1,121,88,4
783601,2,1,1,23,12,0,0,115,131,4
783602,2,0,2,24,12,0,0,97,100,4
784901,2,0,1,20,12,1,0,102,131,4
785101,2,1,1,22,12,0,0,75,91,3
785601,2,0,1,25,12,0,0,103,105,5
785602,2,0,2,28,12,0,0,97,101,5
786402,1,0,2,25,12,0,1,112,107,4
786403,1,0,3,27,12,0,0,103,112,4
786904,1,0,4,23,11,0,0,101,74,7
786905,1,1,5,28,11,0,0,79,77,7
788302,1,1,2,30,12,0,1,77,94,6
789102,1,0,2,28,14,0,0,99,114,3
792704,1,1,4,26,12,0,0,95,81,5
793001,1,0,1,25,13,1,1,109,126,5
793002,1,1,2,26,13,0,1,88,90,5
793003,1,0,3,28,13,0,0,102,82,5
793101,1,1,1,26,9,0,1,118,122,4
793303,2,1,3,33,14,0,0,99,111,3
793805,2,0,5,20,12,0,0,75,88,5
794301,1,0,1,27,12,0,1,77,119,3
794502,1,0,2,22,11,0,1,74,98,7
794503,1,1,3,24,11,0,1,83,97,7
794901,1,0,1,23,11,0,0,98,105,4
794902,1,1,2,25,11,0,0,107,81,4
795001,1,1,1,22,12,0,0,105,104,2
795201,1,0,1,24,9,0,0,88,74,3
797103,1,1,3,26,10,1,1,69,75,7
797104,1,1,4,28,10,0,0,82,91,7
797105,1,0,5,30,10,0,1,88,94,7
797301,1,1,1,28,14,0,0,104,107,4
797402,1,0,2,25,10,0,0,110,103,4
798001,1,1,1,30,20,0,1,107,104,5
798002,1,1,2,33,20,0,1,109,103,5
798003,1,0,3,35,20,0,1,118,135,5
798302,1,0,2,30,12,0,1,105,89,4
798502,1,1,2,22,12,0,1,99,105,4
798801,1,1,1,27,15,0,0,83,82,3
799402,1,0,2,23,10,0,1,82,99,5
799403,1,0,3,25,10,0,0,103,122,5
799801,1,0,1,34,16,0,1,106,109,5
800003,2,0,3,27,16,0,1,110,119,5
800105,1,1,5,26,10,0,1,97,118,3
800602,1,0,2,30,12,0,0,110,109,5
802301,1,1,1,19,10,0,0,112,113,3
803301,2,0,1,27,15,0,1,82,105,3
803401,2,0,1,25,16,0,1,112,108,5
804402,2,1,2,23,14,0,0,113,105,6
804403,2,1,3,25,14,0,1,128,113,6
804801,1,1,1,19,12,0,1,99,95,3
804802,1,1,2,23,12,0,0,103,95,3
804902,2,1,2,26,13,0,1,112,118,4
805907,1,0,7,26,6,0,0,65,69,5
805908,1,1,8,31,6,0,0,81,77,5
806101,1,1,1,24,11,0,1,107,100,3
807801,2,1,1,28,16,0,1,111,119,4
809103,1,1,3,25,4,0,1,72,82,6
809104,1,1,4,32,4,0,1,79,84,6
810201,1,0,1,22,6,0,0,95,111,4
810202,1,0,2,26,6,0,0,107,92,4
811001,1,0,1,28,14,0,1,78,108,4
811002,1,0,2,33,14,0,1,69,82,4
811302,1,1,2,24,13,0,0,86,85,5
811402,1,0,3,22,10,0,1,98,88,5
811403,1,1,4,23,10,0,1,79,65,5
814003,1,1,3,22,11,0,0,99,97,5
814102,1,1,2,27,11,0,0,126,108,6
814801,1,1,1,21,12,0,1,120,106,3
814802,1,1,2,25,12,0,1,110,123,3
815201,1,0,1,27,16,0,1,97,105,4
815202,1,0,2,29,16,0,1,111,131,4
815301,1,1,1,29,14,1,1,123,110,3
816001,1,0,1,25,12,0,0,93,101,3
816901,1,1,1,26,14,0,0,99,86,3
816902,1,1,2,28,14,0,0,92,105,3
817404,1,0,4,26,8,0,1,89,108,5
817601,1,1,1,25,14,0,0,90,90,5
817801,1,1,1,24,11,0,1,104,84,3
817802,1,1,2,29,11,0,1,82,86,3
818101,1,0,1,27,12,0,1,93,96,4
818102,1,1,2,29,12,0,1,100,118,4
819303,1,0,3,26,12,0,1,135,109,5
821005,2,0,5,31,10,0,0,83,95,2
821202,2,1,2,27,16,0,1,118,103,3
822602,1,1,2,28,16,0,1,119,113,5
822603,1,0,3,31,16,0,1,125,122,5
823502,1,1,2,28,13,0,1,103,107,7
823503,1,0,3,33,13,0,1,93,100,7
825703,1,1,3,30,16,0,1,84,100,5
825902,1,0,2,27,5,0,1,86,86,5
825903,1,1,3,29,5,0,0,105,82,5
826003,1,1,3,30,12,0,0,92,74,5
826004,1,0,4,31,12,0,0,79,88,5
826404,1,1,4,30,8,0,1,96,95,5
826501,1,0,1,30,12,0,1,99,87,7
826502,1,0,2,31,12,0,0,95,92,7
826503,1,0,3,32,12,0,0,107,105,7
826504,1,0,4,34,12,0,1,91,101,7
826902,1,0,2,23,12,0,0,69,65,5
826903,1,1,3,28,12,0,0,92,85,5
827902,1,1,2,29,14,0,0,92,112,4
828603,1,1,3,29,12,0,0,114,105,7
828604,1,1,4,32,12,0,0,107,105,7
828902,2,1,2,28,11,0,0,65,94,7
828903,2,1,3,29,11,0,0,95,105,7
829401,1,1,1,21,13,0,1,88,103,6
829603,1,1,3,23,10,0,0,103,82,6
829604,1,0,4,24,10,0,0,65,65,6
829803,1,0,3,29,3,0,1,85,87,6
829804,1,1,4,33,3,0,1,111,100,6
830505,1,1,5,27,6,0,1,90,82,11
830506,1,0,6,29,6,0,1,78,95,11
830507,1,1,7,31,6,0,1,89,89,11
831501,1,0,1,25,12,0,1,75,82,3
831702,1,0,2,20,9,0,1,99,97,4
831902,1,1,2,24,12,0,0,106,119,5
833002,1,0,2,29,12,0,0,107,101,4
833401,1,0,1,21,12,0,1,77,78,4
834303,1,1,3,24,13,0,1,103,103,5
834304,1,0,4,26,13,0,1,116,99,5
834502,1,0,2,27,12,0,0,99,108,4
834601,1,1,1,23,20,0,1,98,122,4
835201,1,1,1,25,14,1,0,69,92,4
835304,1,1,4,26,7,0,0,99,95,6
835703,1,1,3,24,13,0,1,92,93,6
835903,1,0,3,22,9,0,0,93,93,6
835904,1,0,5,28,9,0,1,82,93,6
835905,1,0,4,28,9,0,1,69,93,6
837401,1,0,1,24,13,0,0,94,90,4
837502,1,0,2,28,12,0,1,94,103,5
837503,1,1,3,32,12,0,1,93,108,5
837504,1,1,4,34,12,0,1,89,97,5
837601,1,0,1,27,12,0,1,74,89,7
837602,1,0,2,28,12,0,0,78,94,7
837603,1,1,3,31,12,0,0,69,65,7
837604,1,0,4,32,12,0,0,75,94,7
838302,1,1,2,27,12,0,0,100,98,3
838902,1,1,2,25,13,0,0,104,88,4
838903,1,0,3,31,13,0,0,107,116,4
839102,1,0,2,26,12,1,1,96,98,5
839103,1,1,3,29,12,0,1,95,81,5
839302,1,1,2,30,11,0,1,103,108,5
839502,1,0,2,27,16,0,1,128,107,5
839503,1,1,3,29,16,0,1,125,103,5
839801,1,1,1,23,12,0,0,91,110,3
840703,1,0,3,29,12,0,0,99,101,3
841301,1,1,1,26,12,0,1,87,90,4
841302,1,0,2,29,12,0,1,93,95,4
841701,2,0,1,28,17,0,1,131,135,5
842201,2,0,1,23,14,0,0,91,115,6
842202,2,0,2,24,14,0,0,84,96,6
842203,2,0,3,28,14,0,0,112,125,6
842204,2,1,4,30,14,0,0,106,109,6
842801,2,1,1,30,16,0,1,93,103,3
843202,2,0,2,22,13,0,0,91,84,4
846301,2,0,1,24,16,0,1,122,120,2
847502,2,1,2,27,12,0,0,81,82,4
847701,2,1,1,21,12,0,0,118,111,5
847902,2,1,2,26,11,0,0,93,100,4
848002,2,1,2,24,12,0,0,110,114,5
848201,2,0,1,31,14,0,0,107,114,2
848302,2,1,2,25,13,1,0,95,96,3
848401,2,1,1,25,16,0,0,103,107,4
848804,2,1,4,27,17,0,1,108,135,6
849202,2,1,2,25,14,0,0,86,109,4
849203,2,1,3,29,14,0,0,89,122,4
849402,2,0,2,31,12,0,0,103,112,4
850002,2,1,2,22,12,0,0,100,82,3
850301,2,1,1,22,12,0,0,116,102,3
850302,2,0,2,25,12,0,0,95,101,3
851003,2,1,3,20,12,0,0,92,97,1
851004,2,1,4,22,12,0,0,90,78,1
851302,2,1,2,28,14,0,0,114,116,3
853202,2,0,2,22,12,0,1,107,125,5
